OrderID,OrderDate,City,Region,Category,Product,CustomerID,CustomerType,PaymentMode,Quantity,Sales,Cost,DiscountPercent,Profit,ProfitMargin_%
64,2022-03-05,Bangalore,West,Electronics,Mobile,1672,New,Cash,3,35574,516,12,35058,98.55
65,2022-03-06,Bangalore,North,Clothing,Sofa,1652,New,Card,9,44060,8808,12,35252,80.01
66,2022-03-07,Mumbai,North,Clothing,Sofa,1845,New,UPI,5,18189,6976,26,11213,61.65
67,2022-03-08,Bangalore,North,Groceries,Sofa,1608,Returning,UPI,6,21531,6442,23,15089,70.08
68,2022-03-09,Bangalore,South,Groceries,Table,1445,Returning,Net Banking,9,11967,18429,18,-6462,-54.0
69,2022-03-10,Mumbai,South,Electronics,Shirt,1220,New,Card,9,17455,28227,25,-10772,-61.71
70,2022-03-11,Mumbai,South,Furniture,Shirt,1554,New,UPI,8,1027,3193,20,-2166,-210.91
71,2022-03-12,Chennai,West,Electronics,Rice,1944,New,Net Banking,9,9660,24483,18,-14823,-153.45
72,2022-03-13,Delhi,West,Furniture,Table,1803,New,Net Banking,4,26339,16062,4,10277,39.02
73,2022-03-14,Delhi,South,Electronics,Sofa,1377,New,Cash,6,40823,20973,15,19850,48.62
74,2022-03-15,Bangalore,West,Groceries,Laptop,1619,Returning,UPI,5,10616,6759,8,3857,36.33
75,2022-03-16,Delhi,North,Groceries,Rice,1265,Returning,Cash,5,11440,21942,27,-10502,-91.8
76,2022-03-17,Bangalore,North,Furniture,Laptop,1094,Returning,UPI,4,37600,16079,19,21521,57.24
77,2022-03-18,Chennai,North,Electronics,Shirt,1261,New,Cash,2,49738,9968,21,39770,79.96
78,2022-03-19,Mumbai,South,Furniture,Rice,1824,New,Cash,6,14107,20124,2,-6017,-42.65
79,2022-03-20,Mumbai,West,Groceries,Rice,1896,Returning,Card,9,29646,5442,18,24204,81.64
80,2022-03-21,Mumbai,South,Electronics,Mobile,1070,Returning,Cash,1,47545,15151,4,32394,68.13
81,2022-03-22,Delhi,West,Electronics,Shirt,1953,New,Card,7,27251,4288,7,22963,84.26
82,2022-03-23,Chennai,North,Furniture,Shirt,1218,Returning,Net Banking,6,16954,23837,13,-6883,-40.6
83,2022-03-24,Delhi,South,Clothing,Table,1532,Returning,UPI,3,17943,871,23,17072,95.15
84,2022-03-25,Delhi,West,Furniture,Rice,1091,New,Net Banking,1,41725,27883,2,13842,33.17
85,2022-03-26,Chennai,West,Groceries,Shirt,1126,Returning,UPI,4,46434,23904,23,22530,48.52
86,2022-03-27,Chennai,North,Groceries,Rice,1079,Returning,Net Banking,9,21215,7620,12,13595,64.08
87,2022-03-28,Chennai,South,Groceries,Table,1823,Returning,UPI,2,11110,6202,10,4908,44.18
88,2022-03-29,Chennai,South,Groceries,Table,1237,New,Cash,3,41112,8847,28,32265,78.48
89,2022-03-30,Mumbai,South,Groceries,Mobile,1982,Returning,UPI,2,22555,3161,7,19394,85.99
90,2022-03-31,Hyderabad,North,Clothing,Rice,1371,Returning,UPI,2,17462,24064,18,-6602,-37.81
91,2022-04-01,Hyderabad,South,Electronics,Shirt,1915,Returning,Net Banking,8,14696,7151,9,7545,51.34
92,2022-04-02,Chennai,North,Furniture,Shirt,1485,New,Net Banking,3,2031,25540,28,-23509,-1157.51
93,2022-04-03,Hyderabad,North,Furniture,Rice,1693,New,Net Banking,7,24765,5378,25,19387,78.28
94,2022-04-04,Hyderabad,North,Groceries,Rice,1024,Returning,Card,8,48858,13591,17,35267,72.18
95,2022-04-05,Chennai,West,Furniture,Rice,1155,New,Card,3,16816,4815,25,12001,71.37
96,2022-04-06,Hyderabad,South,Groceries,Sofa,1516,Returning,UPI,2,18868,23042,17,-4174,-22.12
97,2022-04-07,Delhi,South,Clothing,Shirt,1631,New,UPI,8,11437,10465,24,972,8.5
98,2022-04-08,Bangalore,North,Clothing,Table,1788,New,Cash,3,16453,8808,6,7645,46.47
99,2022-04-09,Bangalore,North,Electronics,Shirt,1529,Returning,Cash,7,23222,6974,15,16248,69.97
100,2022-04-10,Chennai,South,Clothing,Sofa,1942,Returning,UPI,1,15258,27179,5,-11921,-78.13
101,2022-04-11,Mumbai,North,Clothing,Rice,1709,Returning,Card,6,35318,1874,15,33444,94.69
102,2022-04-12,Chennai,South,Electronics,Mobile,1056,New,UPI,9,13977,11895,15,2082,14.9
103,2022-04-13,Mumbai,West,Furniture,Rice,1604,Returning,Cash,3,38450,7893,22,30557,79.47
104,2022-04-14,Bangalore,North,Groceries,Rice,1018,New,Card,7,48207,4903,23,43304,89.83
105,2022-04-15,Chennai,South,Groceries,Sofa,1383,New,Card,6,19213,4046,27,15167,78.94
106,2022-04-16,Delhi,North,Furniture,Shirt,1864,Returning,Cash,8,37519,4477,0,33042,88.07
107,2022-04-17,Hyderabad,South,Electronics,Rice,1192,New,UPI,3,46682,29393,23,17289,37.04
108,2022-04-18,Mumbai,South,Furniture,Shirt,1236,Returning,Net Banking,3,11223,9888,18,1335,11.9
109,2022-04-19,Hyderabad,North,Clothing,Laptop,1386,New,UPI,4,49166,20295,2,28871,58.72
110,2022-04-20,Hyderabad,West,Electronics,Table,1425,Returning,UPI,3,40369,9488,5,30881,76.5
111,2022-04-21,Chennai,South,Electronics,Shirt,1276,New,Cash,9,21843,4392,3,17451,79.89
112,2022-04-22,Hyderabad,South,Electronics,Mobile,1226,New,Card,4,4856,24208,3,-19352,-398.52
113,2022-04-23,Delhi,South,Groceries,Table,1744,Returning,Cash,6,13661,25226,3,-11565,-84.66
114,2022-04-24,Hyderabad,West,Furniture,Mobile,1551,New,UPI,8,16591,14508,9,2083,12.55
115,2022-04-25,Chennai,West,Electronics,Rice,1322,Returning,Net Banking,8,7182,3749,8,3433,47.8
116,2022-04-26,Delhi,North,Electronics,Table,1152,New,Net Banking,5,8970,611,7,8359,93.19
117,2022-04-27,Bangalore,West,Electronics,Shirt,1638,New,Net Banking,5,48922,17566,18,31356,64.09
118,2022-04-28,Hyderabad,North,Furniture,Table,1236,New,Cash,6,35862,18045,16,17817,49.68
119,2022-04-29,Chennai,North,Groceries,Rice,1997,Returning,Card,7,31755,7900,16,23855,75.12
120,2022-04-30,Bangalore,West,Clothing,Sofa,1054,Returning,Cash,7,45863,2879,0,42984,93.72
121,2022-05-01,Bangalore,North,Groceries,Mobile,1979,Returning,Net Banking,4,20416,13680,19,6736,32.99
122,2022-05-02,Mumbai,West,Electronics,Rice,1435,Returning,UPI,6,14672,22310,13,-7638,-52.06
123,2022-05-03,Delhi,North,Groceries,Sofa,1683,Returning,Card,7,18932,8852,21,10080,53.24
124,2022-05-04,Hyderabad,West,Groceries,Table,1108,New,Cash,5,47996,18309,19,29687,61.85
125,2022-05-05,Chennai,West,Clothing,Table,1865,New,Cash,5,9559,20545,26,-10986,-114.93
126,2022-05-06,Mumbai,North,Furniture,Rice,1980,Returning,Card,2,1064,8969,10,-7905,-742.95
127,2022-05-07,Delhi,South,Furniture,Shirt,1183,New,Card,7,4299,28467,2,-24168,-562.18
128,2022-05-08,Mumbai,North,Groceries,Table,1950,New,UPI,6,5849,10248,23,-4399,-75.21
129,2022-05-09,Delhi,West,Groceries,Shirt,1367,New,Card,1,6639,23924,29,-17285,-260.36
130,2022-05-10,Delhi,South,Furniture,Shirt,1982,New,UPI,4,12055,21476,7,-9421,-78.15
131,2022-05-11,Hyderabad,North,Furniture,Shirt,1197,Returning,Net Banking,3,23058,24414,21,-1356,-5.88
132,2022-05-12,Delhi,North,Clothing,Laptop,1370,New,Net Banking,3,30427,10607,24,19820,65.14
133,2022-05-13,Mumbai,North,Electronics,Sofa,1372,Returning,Cash,7,17980,13442,27,4538,25.24
134,2022-05-14,Delhi,South,Groceries,Sofa,1972,Returning,Net Banking,4,11866,19991,9,-8125,-68.47
135,2022-05-15,Hyderabad,West,Furniture,Table,1496,New,Net Banking,8,4889,17186,16,-12297,-251.52
136,2022-05-16,Hyderabad,North,Groceries,Table,1598,Returning,UPI,9,49226,5033,28,44193,89.78
137,2022-05-17,Mumbai,North,Groceries,Shirt,1200,New,Cash,3,32335,19657,7,12678,39.21
138,2022-05-18,Bangalore,North,Furniture,Laptop,1848,New,Card,5,27162,24083,21,3079,11.34
139,2022-05-19,Bangalore,North,Clothing,Shirt,1508,New,Cash,4,24913,4781,0,20132,80.81
140,2022-05-20,Delhi,North,Groceries,Laptop,1321,Returning,Net Banking,6,25687,28321,19,-2634,-10.25
141,2022-05-21,Chennai,West,Clothing,Shirt,1274,Returning,Card,4,34220,5268,20,28952,84.61
142,2022-05-22,Delhi,West,Furniture,Mobile,1210,Returning,Cash,8,11995,17884,6,-5889,-49.1
143,2022-05-23,Mumbai,North,Electronics,Mobile,1503,New,Cash,3,3631,28910,23,-25279,-696.2
144,2022-05-24,Mumbai,South,Electronics,Rice,1902,New,Cash,5,35954,12698,8,23256,64.68
145,2022-05-25,Mumbai,West,Groceries,Shirt,1117,New,Cash,1,6967,29854,27,-22887,-328.51
146,2022-05-26,Mumbai,South,Furniture,Table,1702,Returning,UPI,6,23758,18602,11,5156,21.7
147,2022-05-27,Mumbai,West,Clothing,Sofa,1553,New,Cash,5,22742,7669,21,15073,66.28
148,2022-05-28,Hyderabad,North,Groceries,Rice,1041,New,Net Banking,8,38116,7861,25,30255,79.38
149,2022-05-29,Bangalore,West,Furniture,Table,1314,Returning,Net Banking,9,27580,4330,8,23250,84.3
150,2022-05-30,Mumbai,North,Furniture,Mobile,1787,Returning,UPI,8,35227,24038,19,11189,31.76
151,2022-05-31,Chennai,West,Clothing,Shirt,1328,Returning,Card,8,2942,21904,23,-18962,-644.53
152,2022-06-01,Chennai,North,Groceries,Rice,1016,New,Card,3,48664,28257,2,20407,41.93
153,2022-06-02,Chennai,North,Furniture,Shirt,1282,New,Net Banking,4,29069,3382,3,25687,88.37
154,2022-06-03,Chennai,North,Furniture,Mobile,1942,New,Net Banking,4,22806,1498,9,21308,93.43
155,2022-06-04,Hyderabad,North,Furniture,Rice,1257,Returning,UPI,5,15407,16442,3,-1035,-6.72
156,2022-06-05,Chennai,South,Clothing,Mobile,1574,Returning,Card,9,49390,17168,21,32222,65.24
157,2022-06-06,Mumbai,North,Groceries,Laptop,1573,Returning,Card,9,15557,16746,8,-1189,-7.64
158,2022-06-07,Delhi,South,Groceries,Mobile,1611,Returning,Cash,1,17445,25496,21,-8051,-46.15
159,2022-06-08,Chennai,South,Groceries,Shirt,1018,New,Cash,8,18878,19044,0,-166,-0.88
160,2022-06-09,Hyderabad,North,Groceries,Sofa,1528,New,Cash,1,18564,3565,4,14999,80.8
161,2022-06-10,Hyderabad,South,Electronics,Mobile,1836,New,UPI,2,14093,10967,8,3126,22.18
162,2022-06-11,Chennai,West,Electronics,Table,1422,New,Net Banking,7,36556,18378,4,18178,49.73
163,2022-06-12,Delhi,North,Groceries,Sofa,1465,New,UPI,8,27451,12576,5,14875,54.19
164,2022-06-13,Chennai,South,Clothing,Laptop,1372,New,Card,1,44168,21507,18,22661,51.31
165,2022-06-14,Hyderabad,North,Electronics,Rice,1757,New,Net Banking,3,25086,3043,7,22043,87.87
166,2022-06-15,Bangalore,North,Furniture,Rice,1762,New,Cash,7,17489,29202,9,-11713,-66.97
167,2022-06-16,Mumbai,North,Electronics,Sofa,1966,Returning,UPI,9,29004,29333,10,-329,-1.13
168,2022-06-17,Hyderabad,South,Furniture,Rice,1080,Returning,UPI,8,21471,10533,12,10938,50.94
169,2022-06-18,Chennai,West,Groceries,Mobile,1550,New,Cash,8,27284,21684,19,5600,20.52
170,2022-06-19,Mumbai,West,Electronics,Sofa,1547,Returning,UPI,9,37693,25797,3,11896,31.56
171,2022-06-20,Chennai,South,Clothing,Shirt,1423,New,Cash,3,19292,1901,10,17391,90.15
172,2022-06-21,Chennai,North,Electronics,Mobile,1428,New,Card,8,19433,17329,11,2104,10.83
173,2022-06-22,Bangalore,South,Electronics,Mobile,1387,Returning,Net Banking,1,15568,27867,4,-12299,-79.0
174,2022-06-23,Mumbai,South,Electronics,Mobile,1997,New,Card,8,46424,5022,29,41402,89.18
175,2022-06-24,Mumbai,South,Groceries,Shirt,1920,New,Card,7,10466,20651,9,-10185,-97.32
176,2022-06-25,Bangalore,North,Clothing,Laptop,1708,New,Cash,8,26521,3051,24,23470,88.5
177,2022-06-26,Hyderabad,South,Electronics,Table,1669,New,UPI,1,37672,22530,28,15142,40.19
178,2022-06-27,Chennai,North,Clothing,Rice,1203,New,Card,6,16467,27043,23,-10576,-64.23
179,2022-06-28,Delhi,South,Groceries,Sofa,1195,New,Card,7,33019,20772,6,12247,37.09
180,2022-06-29,Chennai,West,Furniture,Laptop,1727,New,Card,5,11419,5316,20,6103,53.45
181,2022-06-30,Chennai,South,Electronics,Sofa,1284,Returning,UPI,5,17676,19615,8,-1939,-10.97
182,2022-07-01,Hyderabad,South,Clothing,Rice,1968,Returning,UPI,7,30255,8199,8,22056,72.9
183,2022-07-02,Chennai,West,Clothing,Shirt,1195,New,Cash,3,32514,3129,9,29385,90.38
184,2022-07-03,Bangalore,North,Groceries,Mobile,1306,Returning,Card,6,44182,8187,9,35995,81.47
185,2022-07-04,Bangalore,North,Electronics,Mobile,1663,New,Net Banking,7,23650,10656,1,12994,54.94
186,2022-07-05,Mumbai,South,Furniture,Shirt,1013,New,UPI,1,23754,17941,3,5813,24.47
187,2022-07-06,Delhi,West,Clothing,Laptop,1836,New,Cash,2,13165,29907,7,-16742,-127.17
188,2022-07-07,Chennai,North,Electronics,Laptop,1145,New,Card,4,11683,7334,28,4349,37.23
189,2022-07-08,Chennai,South,Furniture,Sofa,1937,Returning,Net Banking,8,33556,25833,13,7723,23.02
190,2022-07-09,Hyderabad,West,Clothing,Shirt,1056,Returning,UPI,6,16442,18679,16,-2237,-13.61
191,2022-07-10,Bangalore,North,Clothing,Laptop,1722,Returning,Net Banking,1,5860,26719,12,-20859,-355.96
192,2022-07-11,Delhi,North,Furniture,Shirt,1779,Returning,UPI,5,4729,5349,20,-620,-13.11
193,2022-07-12,Mumbai,West,Furniture,Rice,1209,New,Cash,7,32351,16282,23,16069,49.67
194,2022-07-13,Bangalore,West,Groceries,Mobile,1528,Returning,Net Banking,6,48168,16327,17,31841,66.1
195,2022-07-14,Mumbai,West,Electronics,Mobile,1797,New,Card,9,25346,25099,17,247,0.97
196,2022-07-15,Hyderabad,West,Electronics,Mobile,1343,New,Card,8,9619,9931,12,-312,-3.24
197,2022-07-16,Hyderabad,South,Groceries,Shirt,1714,Returning,UPI,4,12164,4650,7,7514,61.77
198,2022-07-17,Chennai,West,Clothing,Shirt,1610,New,Card,5,39878,11789,25,28089,70.44
199,2022-07-18,Delhi,North,Furniture,Sofa,1278,Returning,Net Banking,7,7955,9996,11,-2041,-25.66
200,2022-07-19,Mumbai,North,Furniture,Mobile,1208,Returning,Cash,8,1106,23831,24,-22725,-2054.7
201,2022-07-20,Bangalore,South,Furniture,Sofa,1640,Returning,UPI,5,5754,6970,22,-1216,-21.13
202,2022-07-21,Hyderabad,North,Clothing,Mobile,1334,Returning,Net Banking,9,45293,13757,23,31536,69.63
203,2022-07-22,Chennai,North,Furniture,Sofa,1287,Returning,UPI,4,22662,27618,20,-4956,-21.87
204,2022-07-23,Chennai,West,Furniture,Sofa,1251,New,Cash,4,7408,24063,0,-16655,-224.82
205,2022-07-24,Mumbai,North,Groceries,Rice,1264,Returning,UPI,8,41403,4212,19,37191,89.83
206,2022-07-25,Hyderabad,South,Clothing,Sofa,1270,Returning,Card,1,2225,29031,17,-26806,-1204.76
207,2022-07-26,Delhi,West,Electronics,Shirt,1923,New,Card,8,13196,13221,2,-25,-0.19
208,2022-07-27,Hyderabad,West,Groceries,Sofa,1919,Returning,UPI,5,5250,12995,11,-7745,-147.52
209,2022-07-28,Mumbai,South,Groceries,Mobile,1699,Returning,Cash,1,16372,12920,18,3452,21.08
210,2022-07-29,Mumbai,West,Electronics,Sofa,1418,New,Cash,4,18279,22342,24,-4063,-22.23
211,2022-07-30,Hyderabad,West,Groceries,Laptop,1725,New,Card,2,45865,5815,12,40050,87.32
212,2022-07-31,Mumbai,South,Clothing,Table,1794,Returning,Cash,4,31193,5881,9,25312,81.15
213,2022-08-01,Hyderabad,West,Furniture,Mobile,1210,New,UPI,8,45823,9997,14,35826,78.18
214,2022-08-02,Bangalore,South,Clothing,Laptop,1364,Returning,Net Banking,5,27868,29540,19,-1672,-6.0
215,2022-08-03,Hyderabad,South,Electronics,Mobile,1075,New,UPI,1,39187,20058,1,19129,48.81
216,2022-08-04,Hyderabad,North,Electronics,Shirt,1659,Returning,Card,7,49481,13994,18,35487,71.72
217,2022-08-05,Mumbai,North,Groceries,Table,1320,Returning,Card,1,29475,28704,2,771,2.62
218,2022-08-06,Mumbai,West,Clothing,Table,1724,Returning,Card,9,45552,23271,13,22281,48.91
219,2022-08-07,Chennai,West,Clothing,Shirt,1432,New,Cash,3,3433,25857,6,-22424,-653.19
220,2022-08-08,Chennai,South,Electronics,Table,1108,Returning,UPI,3,11998,23651,7,-11653,-97.12
221,2022-08-09,Bangalore,West,Clothing,Shirt,1640,New,Net Banking,6,45343,17450,28,27893,61.52
222,2022-08-10,Chennai,South,Electronics,Laptop,1521,Returning,UPI,6,32133,16252,10,15881,49.42
223,2022-08-11,Hyderabad,South,Clothing,Rice,1046,Returning,Net Banking,6,35069,5122,28,29947,85.39
224,2022-08-12,Mumbai,West,Clothing,Mobile,1378,Returning,UPI,1,7858,4632,21,3226,41.05
225,2022-08-13,Chennai,South,Clothing,Shirt,1826,Returning,Card,5,9950,29349,19,-19399,-194.96
226,2022-08-14,Chennai,North,Electronics,Mobile,1095,Returning,Net Banking,6,9938,9330,5,608,6.12
227,2022-08-15,Bangalore,West,Groceries,Laptop,1957,New,UPI,8,26168,28776,28,-2608,-9.97
228,2022-08-16,Bangalore,North,Clothing,Rice,1102,New,Cash,1,33099,7495,10,25604,77.36
229,2022-08-17,Hyderabad,West,Electronics,Laptop,1891,New,Cash,5,6644,21051,16,-14407,-216.84
230,2022-08-18,Mumbai,South,Electronics,Table,1853,Returning,UPI,3,44846,27475,28,17371,38.73
231,2022-08-19,Bangalore,West,Clothing,Mobile,1145,Returning,Card,2,10260,3170,9,7090,69.1
232,2022-08-20,Chennai,North,Clothing,Rice,1879,New,Net Banking,8,48458,9864,23,38594,79.64
233,2022-08-21,Mumbai,South,Groceries,Table,1941,Returning,UPI,7,37075,26796,16,10279,27.72
234,2022-08-22,Mumbai,West,Electronics,Rice,1927,Returning,Cash,7,17488,25180,20,-7692,-43.98
235,2022-08-23,Chennai,West,Electronics,Table,1026,Returning,Net Banking,5,1395,18566,1,-17171,-1230.9
236,2022-08-24,Bangalore,West,Furniture,Laptop,1731,New,Cash,9,11845,29392,5,-17547,-148.14
237,2022-08-25,Chennai,North,Electronics,Shirt,1529,New,Cash,5,37059,10541,24,26518,71.56
238,2022-08-26,Mumbai,North,Groceries,Mobile,1678,New,UPI,2,19394,9554,4,9840,50.74
239,2022-08-27,Delhi,West,Furniture,Sofa,1944,New,Cash,3,29457,12137,3,17320,58.8
240,2022-08-28,Delhi,South,Furniture,Sofa,1988,New,Net Banking,4,46906,11257,29,35649,76.0
241,2022-08-29,Hyderabad,South,Furniture,Laptop,1081,Returning,Card,5,38305,8990,1,29315,76.53
242,2022-08-30,Chennai,North,Clothing,Mobile,1427,Returning,UPI,3,43628,27984,11,15644,35.86
243,2022-08-31,Chennai,South,Clothing,Mobile,1583,Returning,Net Banking,7,22352,12829,2,9523,42.6
244,2022-09-01,Hyderabad,North,Electronics,Laptop,1821,Returning,UPI,5,22146,1270,5,20876,94.27
245,2022-09-02,Hyderabad,West,Furniture,Mobile,1478,New,Cash,5,18435,27615,23,-9180,-49.8
246,2022-09-03,Hyderabad,North,Groceries,Shirt,1765,New,Cash,6,40386,26538,13,13848,34.29
247,2022-09-04,Mumbai,North,Clothing,Laptop,1161,Returning,Net Banking,7,38491,4354,7,34137,88.69
248,2022-09-05,Chennai,West,Groceries,Shirt,1838,New,Net Banking,8,20968,3618,20,17350,82.75
249,2022-09-06,Mumbai,South,Groceries,Mobile,1931,Returning,Card,9,48605,19016,20,29589,60.88
250,2022-09-07,Hyderabad,North,Clothing,Laptop,1401,Returning,Net Banking,4,9539,10401,25,-862,-9.04
251,2022-09-08,Chennai,North,Clothing,Mobile,1507,Returning,Net Banking,5,2263,24109,13,-21846,-965.36
252,2022-09-09,Mumbai,West,Clothing,Laptop,1037,Returning,UPI,5,14305,17874,28,-3569,-24.95
253,2022-09-10,Mumbai,South,Clothing,Mobile,1954,New,Cash,8,25398,17594,2,7804,30.73
254,2022-09-11,Hyderabad,North,Furniture,Shirt,1510,Returning,Net Banking,9,44702,21188,15,23514,52.6
255,2022-09-12,Chennai,West,Furniture,Shirt,1392,New,Card,7,33080,22251,14,10829,32.74
